Username,Produk,Review,Rating,ReviewAt,Label
dabukkegaman,Headset Bluetooth,"Respon penjual cepat, barang dikirim hari itu juga.",5,2025-06-08,1
cicimaulana,Celana Jeans,"Harga terjangkau, kualitas mantap!",5,2025-02-16,1
user_3041,Keyboard Mechanical,Sangat direkomendasikan untuk semua orang.,4,2024-07-14,1
user_3034,Meja Belajar,Pengiriman sangat lama.,3,2024-09-24,0
user_13850,Skincare Serum,Top banget! Bakal order lagi nanti.,4,2024-11-04,1
a*****3,SKIN1004 Madagascar Centella Hyalu-Cica Water-Fit Sun Serum SPF50 PA++++,"Tekstur:soft
Cocok untuk:face
Berat:ringan

This a good product sunscreen + serum tapi pengirimannya lama banget...",5,2025-06-11 23:58,1
user_15678,Headset Gaming,Produk sangat bagus dan sesuai deskripsi!,4,2024-02-09,1
user_3544,Flashdisk 64GB,Packing rapi dan aman sampai tujuan.,4,2024-07-12,1
cintadamanik,Parfum Pria,mantap original pelayanan ramah mantap murah,5,2025-03-23,1
skuswoyo,Kaos Oblong,"Packing rapi banget, penjual ramah.",4,2025-06-13,1
user_7727,Keyboard Mechanical,Warna dan bentuk persis seperti di gambar.,5,2023-09-07,1
edisonmustofa,Powerbank 10000mAh,"Sudah belanja beberapa kali, selalu puas.",5,2024-07-03,1
user_13568,Lampu Tidur,Ukuran pas dan sesuai pesanan.,4,2024-11-19,1
kajen47,Tumbler Stainless,"Produk bagus, bahan adem dan sesuai gambar.",4,2025-05-02,1
user_22981,Flashdisk 64GB,Sudah beli berkali-kali di sini dan selalu puas.,5,2024-03-10,1
user_9403,Meja Belajar,Barang rusak saat diterima.,2,2024-08-23,0
user_9238,Kursi Lipat,"Barang cacat, sangat mengecewakan.",1,2024-03-14,0
fitrianisaefullah,Sandals Pria,"Sudah belanja beberapa kali, selalu puas.",5,2024-06-18,1
elisa60,Lipstik Matte,"Sesuai deskripsi, kualitas oke dan tahan lama.",4,2024-09-04,1
keishamarpaung,Jam Tangan Digital,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2025-04-13,1
user_13033,Keyboard Mechanical,Warna dan bentuk persis seperti di gambar.,4,2024-01-03,1
user_3691,Keyboard Mechanical,Sesuai dengan rating dan review yang saya baca.,5,2023-04-21,1
user_13696,Jam Tangan Digital,Sudah beli berkali-kali di sini dan selalu puas.,4,2023-09-12,1
user_17765,Flashdisk 64GB,Sesuai dengan rating dan review yang saya baca.,5,2023-05-20,1
ktamba,Jaket Hoodie,"Sudah belanja beberapa kali, selalu puas.",4,2025-01-11,1
gamaniutami,Powerbank 10000mAh,"Sesuai deskripsi, kualitas oke dan tahan lama.",4,2024-09-07,1
user_3893,Smartphone Android,"Pelayanan cepat, packing aman, produk oke!",4,2023-02-08,1
nainggolansidiq,Sepatu Sneakers,"Sudah belanja beberapa kali, selalu puas.",4,2025-04-19,1
user_11215,Smartphone Android,"Pelayanan cepat, packing aman, produk oke!",5,2024-03-01,1
user_6063,Keyboard Mechanical,Top banget! Bakal order lagi nanti.,4,2024-09-24,1
user_13657,Skincare Serum,"Puas banget, terima kasih seller!",4,2024-02-02,1
user_4838,Buku Catatan,Top banget! Bakal order lagi nanti.,5,2023-09-10,1
salimahhutapea,Sandals Pria,"Respon penjual cepat, barang dikirim hari itu juga.",5,2025-01-11,1
kezia61,Jaket Hoodie,"Harga terjangkau, kualitas mantap!",5,2025-01-18,1
pradiptamalik,Kaos Oblong,"Pengiriman cepat, packing rapi. Recommended!",5,2025-03-15,1
user_15859,Kaos Polos,Top banget! Bakal order lagi nanti.,4,2024-12-14,1
user_20986,Kemeja Pria,Suka banget sama produk ini.,5,2024-10-07,1
user_16392,Kursi Lipat,Warna dan bentuk persis seperti di gambar.,4,2024-06-04,1
e*****v,Bed Cover Set Pink Shelby - Ukuran Lengkap 90x200 - 200x200 - Evedaily,Bagus bed covernya tebel suka deh terimakasih banyak ya next mau order motif lain,5,2025-05-23 20:07,1
user_7166,Jam Tangan Digital,Sangat direkomendasikan untuk semua orang.,4,2023-09-30,1
user_17607,Kemeja Pria,Sesuai dengan rating dan review yang saya baca.,5,2024-09-25,1
user_15234,Skincare Serum,Produk sangat bagus dan sesuai deskripsi!,4,2024-11-27,1
situmorangdartono,Sandals Pria,"Pengiriman cepat, packing rapi. Recommended!",4,2024-11-14,1
user_17415,Kursi Lipat,Barang tidak berfungsi dengan baik.,3,2023-01-09,0
mumpunimulyani,Kemeja Polos,"Sudah belanja beberapa kali, selalu puas.",4,2024-10-11,1
user_7951,Powerbank,Worth it banget untuk harga segini.,4,2023-07-19,1
user_2403,Kemeja Pria,"Pelayanan cepat, packing aman, produk oke!",5,2023-10-03,1
user_10784,Parfum Wanita,Worth it banget untuk harga segini.,5,2024-03-31,1
qandriani,Jaket Hoodie,"Warnanya cantik dan tahan lama, puas banget!",5,2025-01-26,1
ufujiati,Sandals Pria,"Harga terjangkau, kualitas mantap!",5,2024-09-01,1
m*****4,SKIN1004 Madagascar Centella Light Cleansing Oil 200ml,"Produk ori, aman, pengiriman lumayan cepat, harga produk murah, memuaskan, cocok untuk berlangganan, kurir juga cepat, toko ramah, cleansing nya masih ada sampe sekarang bagus dan hemat",5,2025-05-31 12:35,1
siregarlurhur,Sepatu Sneakers,Barang sampai dengan aman dan cepat.,4,2025-04-23,1
banggriawan,Kaos Oblong,"Respon penjual cepat, barang dikirim hari itu juga.",4,2024-11-02,1
l*****f,"( HARGA PROMO)kursi lipat lesehan, kursi lesehan "" OSCAR""","Ukuran:sesuai gambar
Kenyamanan:cukup
Tekstur:lembut

Kualitas produk sesuai deskripsi,  harga oke, pengiriman cepat dan pengemasan aman",5,2025-04-26 21:49,1
hidayantodaryani,Jam Tangan Digital,Produk original dan kualitasnya premium.,4,2024-11-04,1
user_13930,Headset Gaming,Harga terjangkau dengan kualitas oke.,5,2024-06-04,1
adehalim,Powerbank 10000mAh,"Sudah belanja beberapa kali, selalu puas.",5,2025-05-18,1
ibrani64,Parfum Unisex,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2024-07-03,1
user_24760,Meja Belajar,Sangat puas dengan pelayanan toko ini.,4,2023-06-06,1
user_13153,Kemeja Pria,Harga terjangkau dengan kualitas oke.,5,2024-06-10,1
gamblanghandayani,Tas Ransel,"Harga terjangkau, kualitas mantap!",5,2024-12-25,1
yolandasiti,Tumbler Stainless,"Warnanya cantik dan tahan lama, puas banget!",5,2025-02-07,1
user_16809,Powerbank,"Puas banget, terima kasih seller!",4,2023-05-09,1
user_3909,Kaos Polos,Sesuai dengan rating dan review yang saya baca.,4,2023-06-18,1
user_154,Headset Gaming,Sesuai dengan rating dan review yang saya baca.,5,2024-01-23,1
suwarnokadir,Jaket Hoodie,"Respon penjual cepat, barang dikirim hari itu juga.",5,2024-12-16,1
user_13773,Kursi Lipat,Barang rusak saat diterima.,1,2024-11-08,0
irwan82,Parfum Unisex,"Warnanya cantik dan tahan lama, puas banget!",5,2024-08-30,1
sihombinghalim,Sepatu Sneakers,"Sudah belanja beberapa kali, selalu puas.",4,2024-11-22,1
user_15377,Lampu Tidur,"Mantap, gak nyesel beli di sini.",5,2023-10-14,1
betaniamaulana,Celana Jeans,"Warnanya cantik dan tahan lama, puas banget!",4,2024-08-31,1
user_4704,Buku Catatan,Penjual sangat ramah dan fast respon.,4,2024-05-24,1
user_3265,Jam Tangan Digital,"Mantap, gak nyesel beli di sini.",5,2023-04-12,1
kkuswoyo,Parfum Unisex,Barang sampai dengan aman dan cepat.,5,2024-09-08,1
user_24759,Jam Tangan Digital,Terlalu mahal untuk kualitas seperti ini.,1,2023-07-24,0
zsuryatmi,Lipstik Matte,"Warnanya cantik dan tahan lama, puas banget!",5,2024-09-03,1
mahesa12,Mouse Wireless,"Produk bagus, bahan adem dan sesuai gambar.",4,2025-03-21,1
niyaga95,Powerbank 10000mAh,Produk original dan kualitasnya premium.,5,2025-02-08,1
user_21505,Celana Jeans,"Pelayanan cepat, packing aman, produk oke!",5,2024-12-04,1
johannarpati,Dompet Kulit,"Warnanya cantik dan tahan lama, puas banget!",5,2025-03-24,1
user_21644,Kursi Lipat,"Pelayanan cepat, packing aman, produk oke!",4,2024-03-04,1
tugimanwasita,Kaos Oblong,"Produk bagus, bahan adem dan sesuai gambar.",5,2025-03-09,1
user_3978,Kaos Polos,Penjual tidak merespon chat.,1,2023-07-10,0
rinawijayanti,Sepatu Sneakers,"Produk bagus, bahan adem dan sesuai gambar.",4,2025-03-26,1
n*****s,SKINTIFIC-6pcs Paket-Skincare Set | Serum Moisturizer Gel Toner Sunscreen Cleansing Mouss Facial Wash Day Night Cream Acner| Glowing Barrie Anti-Age Exfoliating Brightening Whitening Whitening with Vitamin C Niacinamide Retinol,"Pengirimannya cepet dan yg sangat² disayangkan  beli varian sepaket dengan harganya tdk murah cuman dikasi bubble wrap, minimal ditambahin dos jg",3,2025-06-09 12:10,0
user_24002,Kaos Polos,"Puas banget, terima kasih seller!",4,2023-07-09,1
owibisono,Dompet Kulit,"Warnanya cantik dan tahan lama, puas banget!",5,2025-05-19,1
user_18463,Sepatu Sneakers,Produk tidak sesuai gambar.,2,2024-07-31,0
yuliana23,Headset Bluetooth,"Warnanya cantik dan tahan lama, puas banget!",5,2024-08-03,1
user_3133,Makeup Set,"Puas banget, terima kasih seller!",4,2024-12-06,1
user_6548,Mouse Wireless,Produk sangat bagus dan sesuai deskripsi!,5,2023-11-11,1
user_1073,Keyboard Mechanical,Top banget! Bakal order lagi nanti.,5,2024-04-17,1
user_13147,Jam Tangan Digital,Produk sangat bagus dan sesuai deskripsi!,5,2023-02-05,1
cahya49,Kaos Oblong,"Warnanya cantik dan tahan lama, puas banget!",5,2024-12-26,1
zsuartini,Jaket Hoodie,"Pengiriman cepat, packing rapi. Recommended!",5,2025-01-29,1
user_7953,Makeup Set,Top banget! Bakal order lagi nanti.,4,2024-09-04,1
user_10299,Celana Jeans,Sudah beli berkali-kali di sini dan selalu puas.,4,2024-01-28,1
darmantosuwarno,Sepatu Sneakers,Barang sampai dengan aman dan cepat.,5,2024-09-07,1
user_1148,Skincare Serum,Pengiriman cepat dan aman.,5,2023-02-03,1
santosohartana,Tas Ransel,"Respon penjual cepat, barang dikirim hari itu juga.",5,2025-01-20,1
wulandaricengkir,Powerbank 10000mAh,"Respon penjual cepat, barang dikirim hari itu juga.",5,2024-08-20,1
user_24621,Jam Tangan Digital,"Puas banget, terima kasih seller!",4,2024-04-04,1
user_8734,Jam Tangan Digital,Harga terjangkau dengan kualitas oke.,5,2023-04-16,1
user_4759,Skincare Serum,Packing asal-asalan.,2,2023-11-18,0
uwaissabri,Lipstik Matte,"Pengiriman cepat, packing rapi. Recommended!",5,2025-03-17,1
user_2425,Flashdisk 64GB,Produk sangat bagus dan sesuai deskripsi!,4,2023-04-21,1
mrahimah,Tas Ransel,"Packing rapi banget, penjual ramah.",5,2024-10-05,1
caket08,Kaos Oblong,"Sudah belanja beberapa kali, selalu puas.",5,2024-10-08,1
user_13187,Kaos Polos,Sesuai dengan rating dan review yang saya baca.,4,2023-11-23,1
carlabudiman,Mouse Wireless,"Respon penjual cepat, barang dikirim hari itu juga.",4,2024-06-13,1
user_1826,Celana Jeans,Sangat kecewa dengan produk ini.,2,2024-06-20,0
user_23550,Tas Wanita,Produk sangat bagus dan sesuai deskripsi!,5,2024-04-29,1
user_23126,Skincare Serum,Packing rapi dan aman sampai tujuan.,4,2023-08-01,1
user_4188,Parfum Wanita,Sesuai dengan rating dan review yang saya baca.,4,2023-12-11,1
user_4606,Jam Tangan Digital,Harga terjangkau dengan kualitas oke.,4,2023-07-20,1
user_9523,Rak Sepatu,Barang datang lebih cepat dari perkiraan.,4,2023-09-05,1
hartana05,Tas Ransel,"Sudah belanja beberapa kali, selalu puas.",4,2024-11-02,1
user_17721,Flashdisk 64GB,Barang original dan berkualitas.,5,2024-10-15,1
user_23259,Celana Jeans,Penjual sangat ramah dan fast respon.,5,2023-01-26,1
user_14251,Flashdisk 64GB,Sudah beli berkali-kali di sini dan selalu puas.,5,2024-02-20,1
syahrinihidayat,Tumbler Stainless,Barang sampai dengan aman dan cepat.,5,2024-06-20,1
user_17079,Celana Jeans,Top banget! Bakal order lagi nanti.,4,2024-04-16,1
corhct344w,Fleurette | Sandal Tali Wanita | LOVA,"Berat:sangat ringan
Kenyamanan:nyaman
Durabilitas:bagus ...bakal jadi langganan soalnya aq agak susah cari sandal yg cocok dan ringan....sangat rekomended",5,2025-03-25 19:56,1
j*****e,SKIN1004 Madagascar Centella Toning Toner 30ml,"Tekstur:sangat menyegarkan
Daya Serap:mudah menyerap tapi tetap lembab
Cocok untuk:mencerahkan dan melembabkan",5,2025-06-04 10:28,1
lardianto,Kemeja Polos,"Packing rapi banget, penjual ramah.",5,2024-11-06,1
user_10640,Meja Belajar,"Barang palsu, bukan original.",2,2023-11-20,0
user_19221,Jam Tangan Digital,Sangat puas dengan pelayanan toko ini.,5,2023-03-14,1
ahalimah,Dompet Kulit,"Warnanya cantik dan tahan lama, puas banget!",5,2024-11-09,1
i*****_,SKIN1004 Madagascar Centella Poremizing Fresh Ampoule 100ml,"Tekstur:bagus
Daya Serap:bagus
Cocok untuk:bagus

Aman bagus terpercaya asli sesuai natural terjamin cocok digunakan sehari hari",5,2025-06-04 13:10,1
user_14153,Sepatu Sneakers,Penjual sangat ramah dan fast respon.,5,2024-01-17,1
user_4090,Flashdisk 64GB,Baru dipakai sebentar sudah rusak.,1,2024-07-13,0
unjanikusmawati,Sepatu Sneakers,"Produk bagus, bahan adem dan sesuai gambar.",4,2025-01-16,1
user_17333,Sepatu Sneakers,Top banget! Bakal order lagi nanti.,4,2023-01-30,1
user_24495,Keyboard Mechanical,Barang datang lebih cepat dari perkiraan.,4,2024-04-03,1
puspaprasetyo,Lipstik Matte,"Produk bagus, bahan adem dan sesuai gambar.",4,2024-12-12,1
pprakasa,Dompet Kulit,"Sudah belanja beberapa kali, selalu puas.",5,2024-07-28,1
user_2875,Sepatu Sneakers,Sangat puas dengan pelayanan toko ini.,5,2023-07-03,1
isimanjuntak,Tumbler Stainless,Produk original dan kualitasnya premium.,5,2024-10-13,1
ikinhidayat,Celana Jeans,"Warnanya cantik dan tahan lama, puas banget!",5,2024-07-14,1
user_9835,Keyboard Mechanical,Produk kotor dan tidak layak pakai.,1,2023-07-08,0
dwibisono,Parfum Unisex,"Respon penjual cepat, barang dikirim hari itu juga.",5,2025-06-02,1
mahdisaputra,Kaos Oblong,"Warnanya cantik dan tahan lama, puas banget!",5,2024-11-20,1
jumari24,Jam Tangan Digital,"Produk bagus, bahan adem dan sesuai gambar.",4,2024-07-08,1
victoriapranowo,Tas Ransel,"Sudah belanja beberapa kali, selalu puas.",4,2025-05-19,1
user_7870,Makeup Set,"Puas banget, terima kasih seller!",5,2023-06-05,1
user_6946,Powerbank,Penjual sangat ramah dan fast respon.,4,2023-08-19,1
mahdi31,Keyboard Mechanical,"Warnanya cantik dan tahan lama, puas banget!",5,2025-03-10,1
user_11460,Kemeja Pria,Packing rapi dan aman sampai tujuan.,5,2024-04-09,1
user_13488,Keyboard Mechanical,Top banget! Bakal order lagi nanti.,5,2023-02-28,1
user_14967,Powerbank,Produk sangat bagus dan sesuai deskripsi!,5,2024-01-31,1
laila38,Tas Ransel,"Sudah belanja beberapa kali, selalu puas.",4,2025-03-26,1
diahmangunsong,Dompet Kulit,"Sudah belanja beberapa kali, selalu puas.",5,2024-07-06,1
dabukkeaslijan,Powerbank 10000mAh,Produk original dan kualitasnya premium.,5,2024-08-04,1
user_24809,Sepatu Sneakers,Sangat direkomendasikan untuk semua orang.,4,2024-07-25,1
user_1417,Jam Tangan Digital,Sangat direkomendasikan untuk semua orang.,4,2024-08-31,1
jasminnababan,Headset Bluetooth,Produk original dan kualitasnya premium.,4,2025-01-22,1
user_2283,Celana Jeans,Kualitas di atas ekspektasi saya!,4,2024-03-30,1
septiindriyani_1,SKIN1004 Madagascar Centella Ampoule Foam 125ml,"Tekstur:lembut
Cocok untuk:kulit berminyak dan sensitif jerawat
Kenyamanan:lembut tanpa meninggalkan sebum.

Kulit mukaku termasuk kulit sensitif yang gampang banget berjerawat. Selama ini nggak berani pakai facial foam. Udah coba berkali kali tapi selalu kecewa. Untung aku menemukan produk skin 1004.  Produk ini cocok banget dikulitku. Kulitku makin sehat, dan sekarang aku repeat order lagi karena produk ini memang sebagus itu.",5,2025-06-11 23:05,1
zirawan,Jaket Hoodie,Barang sampai dengan aman dan cepat.,5,2024-12-31,1
user_22790,Buku Catatan,Packing rapi dan aman sampai tujuan.,4,2023-02-07,1
bakionoyuliarti,Lipstik Matte,"Sudah belanja beberapa kali, selalu puas.",5,2025-04-01,1
ymarbun,Dompet Kulit,"Produk bagus, bahan adem dan sesuai gambar.",5,2025-03-31,1
bpermadi,Jam Tangan Digital,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2024-09-28,1
user_17839,Makeup Set,Ukuran tidak sesuai deskripsi.,3,2023-08-29,0
ciaobella86,Keyboard Mechanical,"Produk bagus, bahan adem dan sesuai gambar.",4,2024-09-27,1
user_1518,Kemeja Pria,Barang original dan berkualitas.,5,2023-10-20,1
nillawaty590,Fleurette | Sepatu Wanita Flat Shoes | CARA,"Pas untuk Acara:resmi, casual
Styling:berbavai mqcqm gaya bs
Sepadan dengan Harga:harga murce, kwalitas ok

Pas, nyaman d pkai",5,2025-06-05 13:04,1
user_18684,Kaos Polos,Top banget! Bakal order lagi nanti.,5,2024-02-26,1
r*****h,COD / SARUNG BANTAL / POLOS / PILLOW CASE / CUSTOM / BABY PINK / LYLAC / HIJAU / PINK / PEACH / BABY / MURAH / PREMIUM / LEMBUT / ADEM / CINTA / JUMBO / DOBEL / SARUNG / BANTAL,Kurang 1 barang nya,3,2025-05-26 20:43,0
tharyanto,Kaos Oblong,"Warnanya cantik dan tahan lama, puas banget!",4,2024-12-09,1
qwidiastuti,Sepatu Sneakers,"Packing rapi banget, penjual ramah.",5,2025-06-08,1
himawannarpati,Kemeja Polos,"Respon penjual cepat, barang dikirim hari itu juga.",5,2024-09-23,1
user_7409,Lampu Tidur,"Pelayanan cepat, packing aman, produk oke!",4,2023-06-01,1
mmarbun,Lipstik Matte,"Warnanya cantik dan tahan lama, puas banget!",4,2024-11-15,1
larasrasdiyani1,SKIN1004 Madagascar Centella Hyalu-Cica Blue Serum 50ml,dikasih gratis  serum :( makasii,5,2025-06-04 13:29,1
user_19794,Rak Sepatu,Sudah beli berkali-kali di sini dan selalu puas.,4,2024-03-27,1
mriyanti,Sandals Pria,"Harga terjangkau, kualitas mantap!",5,2024-07-25,1
handayanibagiya,Tas Ransel,"Pengiriman cepat, packing rapi. Recommended!",4,2024-07-15,1
user_19203,Rak Sepatu,Warna dan bentuk persis seperti di gambar.,4,2024-06-13,1
respati60,Tas Ransel,"Harga terjangkau, kualitas mantap!",5,2025-06-04,1
psuwarno,Sepatu Sneakers,"Respon penjual cepat, barang dikirim hari itu juga.",5,2025-03-14,1
user_2470,Mouse Wireless,Sangat puas dengan pelayanan toko ini.,4,2023-06-10,1
user_4494,Celana Jeans,Top banget! Bakal order lagi nanti.,5,2023-06-08,1
viktorbudiyanto,Lipstik Matte,"Pengiriman cepat, packing rapi. Recommended!",5,2025-02-10,1
firgantoroeman,Keyboard Mechanical,Produk original dan kualitasnya premium.,5,2024-10-25,1
valentmks,Skinsitive Ultracalm Face Sunscreen SPF 50 PA++++ - Hybrid Sunscreen for Sensitive Skin,"Tekstur:ringan
Daya Serap:bagus
Cocok untuk:ok

Ini pembelian kedua. Cock sih. Suka pas dipakai gak lengket. Lembut dan feel ok. Makasih banyak ya. Alhamdulillah",5,2025-06-13 10:57,1
user_15146,Keyboard Mechanical,"Pelayanan cepat, packing aman, produk oke!",5,2024-04-02,1
iswahyudiatma,Sepatu Sneakers,"Harga terjangkau, kualitas mantap!",5,2025-04-05,1
ajeng04,Headset Bluetooth,"Sesuai deskripsi, kualitas oke dan tahan lama.",4,2024-06-25,1
waluyo41,Keyboard Mechanical,"Warnanya cantik dan tahan lama, puas banget!",4,2024-11-05,1
mustikasaefullah,Celana Jeans,"Sudah belanja beberapa kali, selalu puas.",4,2024-10-18,1
user_3647,Kaos Polos,"Mantap, gak nyesel beli di sini.",4,2023-04-13,1
t*****i,SKIN1004 Magadascar Centella Probio-Cica Bakuchiol Eye Cream 20ml,"Daya Serap:cepat
Tekstur:krim
Aplikator:baik

Packing aman dikasih free kardus dan bubblewrap. Pengemasan cuma setengah hari. Varian barang sesuai pesanan. Eye creamnya tidak peeling kalau ditimpa pakai make up.
Makasih seller.",5,2025-06-03 02:48,1
user_6891,Flashdisk 64GB,"Mantap, gak nyesel beli di sini.",4,2023-12-15,1
lathifaizzatisuri,SKIN1004  Madagascar Centella Poremizing Tinted Suncream 50ml,Bagus bgt udah aku cobain bikin glowing toneup nya ga bikin whitecast sama sekaliii,5,2025-06-11 16:46,1
user_17953,Skincare Serum,Rating tinggi tapi kualitas rendah.,2,2024-03-19,0
indramardhiyah,Sepatu Sneakers,"Pengiriman cepat, packing rapi. Recommended!",4,2025-04-06,1
user_15059,Kursi Lipat,"Barang palsu, bukan original.",3,2024-09-10,0
user_9038,Sepatu Sneakers,Sangat puas dengan pelayanan toko ini.,5,2024-01-02,1
kurniawancahyono,Sandals Pria,"Produk bagus, bahan adem dan sesuai gambar.",5,2025-05-12,1
kemal98,Jam Tangan Digital,Barang sampai dengan aman dan cepat.,4,2024-10-28,1
aryaniwadi,Kaos Oblong,"Pengiriman cepat, packing rapi. Recommended!",5,2024-09-18,1
user_18511,Smartphone Android,Produk sangat bagus dan sesuai deskripsi!,5,2024-07-14,1
user_20902,Makeup Set,Barang original dan berkualitas.,5,2024-04-02,1
user_2233,Kaos Polos,Kualitas di atas ekspektasi saya!,5,2024-09-21,1
hartatipurwadi,Kemeja Polos,"Packing rapi banget, penjual ramah.",4,2024-11-03,1
anitasantoso,Tas Ransel,"Respon penjual cepat, barang dikirim hari itu juga.",4,2024-12-11,1
maryatiilyas,Jam Tangan Digital,"Harga terjangkau, kualitas mantap!",5,2024-12-24,1
user_11059,Celana Jeans,"Mantap, gak nyesel beli di sini.",5,2023-02-17,1
user_5931,Celana Jeans,Rating tinggi tapi kualitas rendah.,3,2024-11-18,0
